,id,full_name,day,airline,destination,dest_region,dest_size,boarding_area,dept_time,wait_min,cleanliness,safety,satisfaction
2581,2163,Ms. Britanney Schmidt,Wednesday,FRONTIER,DENVER,West US,Hub,Gates 20-39,2018-12-31,213.0,Clean,Very safe,Somewhat satisfied
2582,2817,Wanda Jackson,Thursday,DELTA,LOS ANGELES,West US,Hub,Gates 40-48,2018-12-31,130.0,Somewhat clean,Neutral,Neutral
2583,1655,Quyn Henderson,Saturday,EMIRATES,DUBAI,Middle East,Hub,Gates 1-12,2018-12-31,315.0,Average,Somewhat safe,Somewhat unsatisfied
2584,608,Hammett Duncan,Thursday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,132.0,Somewhat clean,Somewhat safe,Somewhat satisfied
2585,2757,Duncan Stark,Wednesday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,330.0,Somewhat clean,Neutral,Somewhat satisfied
2587,1365,Jin Shannon,Tuesday,UNITED INTL,PARIS-DE GAULLE,eur,Hub     ,Gates 91-102,2018-12-31,195.0,Somewhat clean,Somewhat safe,Somewhat satisfied
2588,2141,Fulton Meadows,Wednesday,FRONTIER,DENVER,West US,Hub,Gates 20-39,2018-12-31,153.0,Clean,Somewhat safe,Very satisfied
2589,1800,Dr. Malik Hanson,Monday,UNITED INTL,LONDON HEATHROW,Europe,Hub,Gates 91-102,2018-12-31,185.0,Clean,Very safe,Very satisfied
2590,3143,Laith Espinoza,Thursday,DELTA,SALT LAKE CITY,West US,    Medium,Gates 40-48,2018-12-31,74.9999999999999,Somewhat clean,Very safe,Somewhat satisfied
2591,2378,Dr. Jared Holman,Tuesday,JETBLUE,FT. LAUDERDALE,East US,Large,Gates 1-12,2018-12-31,101.0,Somewhat clean,Very safe,Somewhat satisfied
2592,197,Julie Davidson,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,130.0,Somewhat clean,Somewhat safe,Very satisfied
2593,1288,Dr. Jane Harrell,Tuesday,UNITED INTL,LONDON HEATHROW,Europe,Hub,Gates 91-102,2018-12-31,380.0,Somewhat clean,Very safe,Somewhat satisfied
2594,287,Aphrodite Shannon,Thursday,UNITED,BALTIMORE,East US,Medium,Gates 70-90,2018-12-31,584.0,Somewhat clean,Somewhat safe,Somewhat satisfied
2595,409,Jermaine Randall,Sunday,UNITED,HOUSTON-BUSH,Midwest US,Hub,Gates 70-90,2018-12-31,71.9999999999999,Somewhat clean,Somewhat safe,Somewhat satisfied
2596,1680,Hammett Talley,Saturday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,182.0,Clean,Very safe,Very satisfied
2597,736,Sasha Riggs,Wednesday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,215.0,Somewhat clean,Somewhat safe,Somewhat satisfied
2598,1040,Dr. Damian Wynn,Friday,AIR CANADA,CALGARY,Canada/Mexico,    Medium,Gates 91-102,2018-12-31,295.0,Clean,Very safe,Very satisfied
2599,1995,Aidan Macias,Tuesday,UNITED,BALTIMORE,East US,Medium,Gates 60-69,2018-12-31,125.0,Average,Somewhat safe,Neutral
2600,889,Sawyer Hines,Friday,AIR CANADA,TORONTO,Canada/Mexico,Hub     ,Gates 91-102,2018-12-31,330.0,Clean,Very safe,Somewhat satisfied
2601,626,Mr. Hector Caldwell,Tuesday,ALASKA,WASHINGTON DC-DULLES,East US,Medium,Gates 50-59,2018-12-31,155.0,Clean,Very safe,Very satisfied
2602,1188,Abra Webb,Tuesday,SOUTHWEST,LAS VEGAS,West US,Hub,Gates 20-39,2018-12-31,59.99999999999989,Clean,Very safe,Very satisfied
2603,2124,Stone Price,Friday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,124.0,Clean,Very safe,Somewhat satisfied
2604,1788,Cheyenne Stout,Saturday,UNITED,RALEIGH-DURHAM,East US,Medium,Gates 70-90,2018-12-31,90.0,Clean,Very safe,Very satisfied
2605,1736,Lareina Wall,Monday,AIR CANADA,TORONTO,Canada/Mexico,    Hub,Gates 91-102,2018-12-31,210.0,Somewhat clean,Neutral,Neutral
2606,509,Dr. Ella Pena,Sunday,ALASKA,PORTLAND,West US,Medium,Gates 50-59,2018-12-31,77.9999999999999,Somewhat clean,Very safe,Very satisfied
2607,1106,Quintessa Sherman,Thursday,DELTA,MINNEAPOLIS-ST. PAUL,Midwest US,Hub,Gates 40-48,2018-12-31,125.0,Somewhat clean,Very safe,Somewhat satisfied
2608,1454,Ishmael Duffy,Wednesday,UNITED,LAS VEGAS,West US,Hub     ,Gates 60-69,2018-12-31,112.0,Clean,Very safe,Very satisfied
2609,391,Ms. Willa Stuart,Friday,ALASKA,INDIANAPOLIS,Midwest US,Medium,Gates 50-59,2018-12-31,130.0,Clean,Very safe,Very satisfied
2610,1974,Gareth Hunt,Tuesday,UNITED,BALTIMORE,East US,Medium,Gates 60-69,2018-12-31,95.0000000000001,Somewhat clean,Very safe,Somewhat satisfied
2611,583,Stewart Jacobs,Thursday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,2018-12-31,85.0,Somewhat clean,Very safe,Very satisfied
2612,2251,Ms. Amaya Pate,Wednesday,WOW,REYKJAVIK,eur,    Small,Gates 91-102,2018-12-31,295.0,Somewhat clean,Somewhat safe,Somewhat satisfied
2613,1888,Dr. Xavier Medina,Wednesday,SINGAPORE AIRLINES,SINGAPORE,Asia,Hub,Gates 91-102,2018-12-31,180.0,Somewhat clean,Somewhat safe,Somewhat satisfied
2614,1976,Mr. Marvin Mcneil,Tuesday,UNITED,BALTIMORE,East US,Medium,Gates 60-69,2018-12-31,95.0000000000001,Somewhat clean,Somewhat safe,Somewhat satisfied
2615,2290,Imogene Harris,Wednesday,WOW,REYKJAVIK,eur,    Small,Gates 91-102,2018-12-31,155.0,Clean,Very safe,Very satisfied
2616,1966,Abbot Hensley,Tuesday,UNITED,BALTIMORE,East US,Medium,Gates 60-69,2018-12-31,125.0,Clean,Somewhat safe,Very satisfied
2617,3284,Miss Fiona Velez,Wednesday,SOUTHWEST,DENVER,West US,Hub,Gates 20-39,2018-12-31,95.0,Somewhat clean,Somewhat safe,Neutral
2618,405,Rinah Stephenson,Sunday,UNITED,HOUSTON-BUSH,Midwest US,Hub,Gates 70-90,2018-12-31,97.0,Somewhat clean,Somewhat safe,Somewhat satisfied
2619,1441,Ms. Olivia Keith,Wednesday,UNITED,LAS VEGAS,West US,    Hub,Gates 60-69,2018-12-31,302.0,Somewhat clean,Very safe,Neutral
2620,2031,Vielka Rosario,Friday,BRITISH AIRWAYS,LONDON HEATHROW,eur,    Hub,Gates 1-12,2018-12-31,180.0,Average,Somewhat safe,Neutral
2621,3287,Lani Sawyer,Wednesday,SOUTHWEST,DENVER,West US,Hub,Gates 20-39,2018-12-31,65.0,Somewhat clean,Very safe,Somewhat satisfied
2622,101,Clayton Sparks,Tuesday,UNITED,WASHINGTON DC-DULLES,EAST US,Medium     ,Gates 70-90,2018-12-31,140.0,Somewhat clean,Somewhat safe,Neutral
2623,985,Oprah Ingram,Friday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,2018-12-31,475.0,Somewhat clean,Somewhat safe,Somewhat satisfied
2624,1837,Acton Smith,Monday,TURKISH AIRLINES,ISTANBUL,middle east,Hub     ,Gates 91-102,2018-12-31,225.0,Somewhat clean,Somewhat safe,Somewhat satisfied
2625,1047,Demetria Byrd,Friday,AIR CANADA,CALGARY,Canada/Mexico,    Medium,Gates 91-102,2018-12-31,325.0,Somewhat clean,Very safe,Somewhat satisfied
2626,779,Patience Galloway,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,120.0,Clean,Very safe,Somewhat satisfied
2627,2704,Hoyt Alvarez,Tuesday,SOUTHWEST,DENVER,West US,Hub,Gates 20-39,2018-12-31,79.0,Somewhat clean,Very safe,Somewhat satisfied
2628,761,Dara Pennington,Sunday,ALASKA,NEW YORK-JFK,East US,Hub,Gates 50-59,2018-12-31,75.0,Average,Very safe,Neutral
2630,852,Ebony Davidson,Tuesday,ALASKA,PORTLAND,West US,    Medium,Gates 50-59,2018-12-31,154.0,Somewhat clean,Somewhat safe,Somewhat satisfied
2631,1791,Brent Rosario,Saturday,UNITED,RALEIGH-DURHAM,East US,Medium,Gates 70-90,2018-12-31,145.0,Somewhat clean,Neutral,Neutral
2632,1961,Melyssa Mayer,Friday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,170.0,Somewhat clean,Somewhat safe,Neutral
2633,2707,Regan Kelly,Thursday,DELTA,LOS ANGELES,West US,Hub,Gates 40-48,2018-12-31,145.0,Somewhat clean,Very safe,Neutral
2634,375,Leah Barlow,Friday,ALASKA,LOS ANGELES,West US,    Hub,Gates 50-59,2018-12-31,55.0,Somewhat clean,Somewhat safe,Somewhat satisfied
2635,2947,Nathan Santos,Wednesday,SOUTHWEST,LOS ANGELES,West US,Hub,Gates 20-39,2018-12-31,100.0,Clean,Very safe,Very satisfied
2636,1172,Uta Mckee,Thursday,DELTA,NEW YORK-JFK,East US,Hub,Gates 40-48,2018-12-31,90.0,Clean,Very safe,Very satisfied
2637,2581,Lawrence Gallegos,Tuesday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,77.0,Clean,Very safe,Very satisfied
2638,1312,Matthew Edwards,Tuesday,UNITED INTL,LONDON HEATHROW,Europe,Hub,Gates 91-102,2018-12-31,670.0,Somewhat clean,Somewhat safe,Somewhat satisfied
2640,827,Xander Wilson,Sunday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,2018-12-31,165.0,Clean,Very safe,Neutral
2641,2115,Kelly Pittman,Monday,UNITED INTL,MEXICO CITY,Canada/Mexico,Hub,Gates 91-102,2018-12-31,370.0,Somewhat clean,Very safe,Somewhat satisfied
2642,469,Brynne Pugh,Sunday,ALASKA,PORTLAND,West US,Medium     ,Gates 50-59,2018-12-31,148.0,Clean,Very safe,Somewhat satisfied
2643,3272,Shea Collins,Tuesday,UNITED,LAS VEGAS,West US,    Hub,Gates 70-90,2018-12-31,130.0,Average,Somewhat safe,Neutral
2644,378,Hu Carver,Friday,ALASKA,SAN JOSE DEL CABO,Canada/Mexico,Small,Gates 50-59,2018-12-31,135.0,Clean,Somewhat safe,Somewhat satisfied
2646,2407,Stacey Coleman,Wednesday,AIR NEW ZEALAND,AUCKLAND,Australia/New Zealand,Medium     ,Gates 91-102,2018-12-31,580.0,Clean,Very safe,Very satisfied
2647,1491,Kaye Mcgowan,Wednesday,HAWAIIAN AIR,HONOLULU,West US,Medium,Gates 1-12,2018-12-31,150.0,Somewhat clean,Somewhat safe,Very satisfied
2648,1512,Vivien Cobb,Wednesday,DELTA,LOS ANGELES,West US,Hub,Gates 40-48,2018-12-31,135.0,Average,Very safe,Neutral
2649,3004,Vaughan Harrison,Wednesday,AMERICAN,MIAMI,East US,Hub,Gates 50-59,2018-12-31,118.0,Clean,Somewhat safe,Very satisfied
2651,212,Porter Hudson,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,100.0,Somewhat clean,Very safe,Somewhat satisfied
2652,505,Carl Conway,Sunday,ALASKA,PORTLAND,West US,Medium,Gates 50-59,2018-12-31,133.0,Average,Somewhat safe,Somewhat satisfied
2653,252,Lyle Bradshaw,Friday,AIR CANADA,TORONTO,Canada/Mexico,    Hub,Gates 91-102,2018-12-31,100.0,Clean,Very safe,Somewhat satisfied
2654,2804,Hashim Walter,Tuesday,SOUTHWEST,PHOENIX,West US,Hub,Gates 20-39,2018-12-31,70.0000000000001,Somewhat clean,Somewhat safe,Neutral
2655,2665,Branden Larson,Friday,UNITED,RALEIGH-DURHAM,East US,Medium,Gates 60-69,2018-12-31,75.0,Clean,Neutral,Very satisfied
2656,2093,Idola Ball,Thursday,AMERICAN,PHILADELPHIA,EAST US,    Large,Gates 50-59,2018-12-31,87.0,Somewhat clean,Very safe,Somewhat satisfied
2657,2029,Camilla White,Friday,BRITISH AIRWAYS,LONDON HEATHROW,Europe,Hub,Gates 1-12,2018-12-31,240.0,Somewhat clean,Very safe,Somewhat satisfied
2658,2725,Rafael Lowery,Thursday,DELTA,LOS ANGELES,West US,Hub,Gates 40-48,2018-12-31,145.0,Average,Neutral,Neutral
2659,3226,Victor Leon,Thursday,ALASKA,PORTLAND,West US,Medium,Gates 50-59,2018-12-31,190.0,Somewhat clean,Somewhat safe,Somewhat satisfied
2660,2417,Yasir Lynch,Wednesday,AIR NEW ZEALAND,AUCKLAND,Australia/New Zealand,Medium,Gates 91-102,2018-12-31,160.0,Clean,Somewhat safe,Very satisfied
2661,1382,Dr. Emerson Woodard,Tuesday,UNITED INTL,PARIS-DE GAULLE,Europe,Hub,Gates 91-102,2018-12-31,165.0,Somewhat clean,Very safe,Somewhat satisfied
2662,2736,Dr. Astra Mcneil,Wednesday,AIR FRANCE/KLM,PARIS-DE GAULLE,eur,    Hub,Gates 1-12,2018-12-31,390.0,Clean,Very safe,Neutral
2663,2821,Dr. Shafira Marks,Thursday,DELTA,LOS ANGELES,West US,Hub,Gates 40-48,2018-12-31,160.0,Clean,Somewhat safe,Somewhat satisfied
2664,3244,Mr. Dominic Smith,Wednesday,AMERICAN,PHOENIX,West US,Hub,Gates 50-59,2018-12-31,94.99999999999979,Clean,Very safe,Very satisfied
2665,2980,Talon Holder,Thursday,UNITED,NASHVILLE,Midwest US,Medium,Gates 70-90,2018-12-31,160.0,Somewhat clean,Very safe,Somewhat satisfied
2666,2058,Ivor Wise,Friday,UNITED,NEWARK,East US,Hub,Gates 70-90,2018-12-31,120.0,Somewhat clean,Somewhat safe,Somewhat satisfied
2667,1463,Carolyn Clay,Tuesday,ALASKA,NEW YORK-JFK,East US,Hub,Gates 50-59,2018-12-31,310.0,Clean,Very safe,Very satisfied
2668,2850,Jerome Ruiz,Tuesday,UNITED,SEATTLE,West US,Hub,Gates 70-90,2018-12-31,97.0000000000001,Somewhat clean,Very safe,Somewhat satisfied
2669,1696,Todd Chase,Sunday,ALASKA,SANTA ANA,West US,    Medium,Gates 50-59,2018-12-31,217.0,Somewhat clean,Somewhat safe,Neutral
2670,1030,Gray Noel,Friday,AIR CANADA,VANCOUVER,Canada/Mexico,Medium,Gates 91-102,2018-12-31,125.0,Clean,Very safe,Somewhat satisfied
2671,1148,Ann Sanchez,Tuesday,SOUTHWEST,LOS ANGELES,West US,Hub,Gates 20-39,2018-12-31,65.0000000000003,Somewhat clean,Very safe,Somewhat satisfied
2672,3008,Mr. Alec Heath,Thursday,DELTA,NEW YORK-JFK,East US,Hub,Gates 40-48,2018-12-31,105.0,Somewhat clean,Somewhat safe,Somewhat satisfied
2673,1740,Heidi Terry,Monday,AIR CANADA,TORONTO,Canada/Mexico,    Hub,Gates 91-102,2018-12-31,105.0,Somewhat dirty,Neutral,Neutral
2674,1876,Alana Velasquez,Wednesday,SINGAPORE AIRLINES,SINGAPORE,Asia,Hub,Gates 91-102,2018-12-31,150.0,Somewhat clean,Somewhat safe,Somewhat satisfied
2675,2933,Mr. Jared York,Friday,TURKISH AIRLINES,ISTANBUL,Middle East,Hub,Gates 91-102,2018-12-31,121.0,Average,Neutral,Somewhat satisfied
2676,280,Abbot Lester,Thursday,UNITED,BALTIMORE,EAST US,Medium     ,Gates 70-90,2018-12-31,194.0,Somewhat clean,Very safe,Somewhat satisfied
2677,434,Dr. Fulton Turner,Sunday,UNITED,INDIANAPOLIS,Midwest US,Medium,Gates 60-69,2018-12-31,263.0,Somewhat clean,Very safe,Somewhat satisfied
2678,1171,Dr. Maggie Cortez,Tuesday,SOUTHWEST,LOS ANGELES,West US,Hub,Gates 20-39,2018-12-31,90.0,Somewhat clean,Somewhat safe,Somewhat satisfied
2679,2466,Ramona Wade,Friday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,109.0,Clean,Very safe,Very satisfied
2681,3250,Dr. Lynn Thomas,Tuesday,UNITED,SAN DIEGO,West US,Medium,Gates 70-90,2018-12-31,165.0,Clean,Neutral,Somewhat satisfied
2682,277,Aquila Graham,Thursday,UNITED,BALTIMORE,EAST US,    Medium,Gates 70-90,2018-12-31,63.99999999999989,Somewhat clean,Very safe,Somewhat satisfied
2683,2461,Gareth Marks,Friday,UNITED,DENVER,West US,Hub,Gates 70-90,2018-12-31,71.0000000000001,Somewhat clean,Very safe,Somewhat satisfied
2684,994,Dolan Wolf,Friday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,2018-12-31,175.0,Average,Somewhat safe,Somewhat satisfied
2685,1021,Julie Coffey,Friday,AIR CANADA,VANCOUVER,Canada/Mexico,Medium,Gates 91-102,2018-12-31,94.99999999999979,Somewhat dirty,Neutral,Neutral
2686,1637,Emerson Hatfield,Thursday,KOREAN AIR,SEOUL,Asia,Hub,Gates 1-12,2018-12-31,165.0,Somewhat clean,Very safe,Somewhat satisfied
2687,1886,Claire Rios,Wednesday,SINGAPORE AIRLINES,SINGAPORE,Asia,Hub,Gates 91-102,2018-12-31,120.0,Clean,Very safe,Very satisfied
2688,290,Christian Doyle,Wednesday,SOUTHWEST,LOS ANGELES,West US,Hub,Gates 20-39,2018-12-31,190.0,Clean,Very safe,Very satisfied
2689,1552,Haley Oliver,Thursday,DELTA,NEW YORK-JFK,East US,Hub,Gates 40-48,2018-12-31,135.0,Somewhat clean,Somewhat safe,Somewhat satisfied
2690,2999,Rigel Day,Wednesday,AMERICAN,MIAMI,East US,Hub,Gates 50-59,2018-12-31,523.0,Somewhat clean,Somewhat safe,Somewhat satisfied
2691,433,Clare Gould,Sunday,UNITED,HONOLULU,West US,Medium,Gates 70-90,2018-12-31,105.0,Somewhat clean,Very safe,Somewhat satisfied
2692,464,Ms. Keiko Mcfarland,Sunday,ALASKA,PORTLAND,West US,Medium     ,Gates 50-59,2018-12-31,118.0,Somewhat clean,Somewhat safe,Somewhat satisfied
2693,2989,Duncan Chandler,Wednesday,AMERICAN,MIAMI,East US,Hub,Gates 50-59,2018-12-31,133.0,Clean,Very safe,Very satisfied
2694,3080,Penelope Stark,Tuesday,UNITED,SPOKANE,West US,Small,Gates 70-90,2018-12-31,277.0,Somewhat clean,Very safe,Neutral
2695,1820,Kasper Shields,Monday,UNITED INTL,LONDON HEATHROW,Europe,Hub,Gates 91-102,2018-12-31,125.0,Average,Very safe,Somewhat satisfied
2696,1640,Dr. Rose Fleming,Saturday,VIRGIN ATLANTIC,LONDON HEATHROW,Europe,Hub,Gates 1-12,2018-12-31,170.0,Clean,Very safe,Very satisfied
2697,1592,Miss Petra Mitchell,Thursday,SOUTHWEST,LOS ANGELES,West US,Hub,Gates 20-39,2018-12-31,65.0,Clean,Very safe,Very satisfied
2698,2801,Ms. Regan Lynch,Sunday,WOW,REYKJAVIK,Europe,Small,Gates 1-12,2018-12-31,175.0,Somewhat clean,Very safe,Somewhat satisfied
2699,562,Keane Bennett,Thursday,EMIRATES,DUBAI,Middle East,Hub,Gates 1-12,2018-12-31,165.0,Somewhat clean,Neutral,Very satisfied
2700,2397,Nash Head,Wednesday,UNITED INTL,BEIJING,Asia,Hub,Gates 91-102,2018-12-31,285.0,Clean,Very safe,Very satisfied
2701,2734,Ainsley Riley,Wednesday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,450.0,Somewhat clean,Somewhat safe,Somewhat satisfied
2702,2763,Kirestin Newton,Wednesday,CATHAY PACIFIC,HONG KONG,Asia,    Hub,Gates 1-12,2018-12-31,470.0,Somewhat clean,Very safe,Neutral
2703,1147,Jakeem Hall,Tuesday,SOUTHWEST,SAN DIEGO,West US,Medium,Gates 20-39,2018-12-31,59.99999999999989,Average,Neutral,Neutral
2704,351,Reece Mitchell,Friday,LUFTHANSA,FRANKFURT,Europe,Hub,Gates 91-102,2018-12-31,600.0,Clean,Somewhat safe,Somewhat satisfied
2705,1952,Wanda Walls,Tuesday,UNITED,BOSTON,East US,Large,Gates 70-90,2018-12-31,95.0,Somewhat clean,Very safe,Somewhat satisfied
2706,1807,Barry Mccray,Monday,UNITED INTL,LONDON HEATHROW,Europe,Hub,Gates 91-102,2018-12-31,140.0,Somewhat clean,Very safe,Somewhat satisfied
2707,2332,Dr. Zahir Hardin,Tuesday,DELTA,MINNEAPOLIS-ST. PAUL,Midwest US,Hub,Gates 40-48,2018-12-31,155.0,Somewhat clean,Neutral,Somewhat satisfied
2708,2475,Graiden Cox,Friday,UNITED,DENVER,West US,Hub,Gates 70-90,2018-12-31,161.0,Clean,Very safe,Very satisfied
2709,3189,Miss Lara Green,Thursday,DELTA,LOS ANGELES,West US,Hub,Gates 40-48,2018-12-31,59.99999999999989,Clean,Somewhat safe,Very satisfied
2710,2597,Felix Bell,Tuesday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,102.0,Somewhat clean,Somewhat safe,Somewhat satisfied
2711,3232,Mr. Addison Day,Wednesday,AMERICAN,PHOENIX,West US,    Hub,Gates 50-59,2018-12-31,125.0,Somewhat clean,Neutral,Neutral
2712,1472,Tallulah Guzman,Tuesday,ALASKA,NEW YORK-JFK,East US,Hub,Gates 50-59,2018-12-31,115.0,Somewhat clean,Very safe,Somewhat satisfied
2713,2896,Jocelyn Guzman,Thursday,DELTA,SALT LAKE CITY,West US,    Medium,Gates 40-48,2018-12-31,155.0,Average,Somewhat safe,Neutral
2714,9,Ivory Miller,Tuesday,SOUTHWEST,LOS ANGELES,West US,Hub,Gates 20-39,2018-12-31,110.0,Average,Neutral,Neutral
2715,431,Mr. Eaton Vazquez,Sunday,UNITED,INDIANAPOLIS,Midwest US,Medium,Gates 60-69,2018-12-31,223.0,Somewhat clean,Very safe,Somewhat satisfied
2716,1346,Silas Clemons,Tuesday,UNITED INTL,KANSAI,Asia,Hub,Gates 91-102,2018-12-31,185.0,Somewhat clean,Somewhat safe,Somewhat satisfied
2717,456,Quinn Barry,Sunday,UNITED,DALLAS-FT. WORTH,Midwest US,Hub,Gates 60-69,2018-12-31,235.0,Clean,Very safe,Somewhat satisfied
2718,597,Orson Pratt,Thursday,ALASKA,WASHINGTON DC-DULLES,East US,Medium,Gates 50-59,2018-12-31,100.0,Somewhat clean,Somewhat safe,Neutral
2720,3123,Constance Morse,Sunday,ALASKA,NEWARK,East US,Hub,Gates 50-59,2018-12-31,215.0,Somewhat clean,Very safe,Somewhat satisfied
2721,2489,Ms. Vanna Rivera,Friday,UNITED,DENVER,West US,Hub,Gates 70-90,2018-12-31,151.0,Average,Neutral,Somewhat satisfied
2723,1250,Miss Venus Lowe,Thursday,CHINA EASTERN,SHANGHAI,Asia,Hub,Gates 1-12,2018-12-31,300.0,Clean,Very safe,Somewhat satisfied
2724,2432,Amethyst Nieves,Wednesday,AIR NEW ZEALAND,AUCKLAND,Australia/New Zealand,Medium,Gates 91-102,2018-12-31,160.0,Average,Somewhat safe,Somewhat satisfied
2725,991,Miss Vivian Foreman,Friday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,2018-12-31,175.0,Clean,Very safe,Somewhat satisfied
2726,2291,Miss Wendy Griffin,Wednesday,QANTAS,SYDNEY,Australia/New Zealand,Hub,Gates 1-12,2018-12-31,210.0,Somewhat clean,Very safe,Somewhat satisfied
2727,951,Melodie Stuart,Thursday,AIR CANADA,VANCOUVER,Canada/Mexico,Medium,Gates 91-102,2018-12-31,120.0,Clean,Very safe,Very satisfied
2728,898,Dominic Shannon,Friday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,2018-12-31,263.0,Somewhat clean,Somewhat safe,Somewhat satisfied
2729,2538,Quintessa Tillman,Saturday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,165.0,Somewhat clean,Very safe,Somewhat satisfied
2730,1804,Dr. Christine Nicholson,Monday,UNITED INTL,LONDON HEATHROW,Europe,Hub,Gates 91-102,2018-12-31,140.0,Somewhat clean,Very safe,Somewhat satisfied
2731,2181,Regina Clements,Wednesday,QANTAS,SYDNEY,Australia/New Zealand,Hub     ,Gates 1-12,2018-12-31,180.0,Clean,Very safe,Somewhat satisfied
2732,3257,Colleen Harding,Tuesday,UNITED,SAN DIEGO,West US,Medium,Gates 70-90,2018-12-31,90.0,Clean,Somewhat safe,Somewhat satisfied
2733,484,Kaitlin Cochran,Sunday,ALASKA,PORTLAND,West US,Medium,Gates 50-59,2018-12-31,178.0,Somewhat clean,Somewhat safe,Somewhat satisfied
2734,3021,Molly Norton,Thursday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,2018-12-31,107.0,Clean,Somewhat safe,Somewhat satisfied
2735,795,Richard Lott,Sunday,ALASKA,BALTIMORE,East US,Medium,Gates 50-59,2018-12-31,115.0,Clean,Very safe,Very satisfied
2737,865,Matthew Nguyen,Tuesday,AMERICAN,DALLAS-FT. WORTH,Midwest US,Hub,Gates 50-59,2018-12-31,130.0,Average,Very safe,Neutral
2738,2302,Dr. Laith Decker,Thursday,AMERICAN,CHICAGO-O'HARE,Midwest US,Hub,Gates 50-59,2018-12-31,120.0,Somewhat clean,Very safe,Somewhat satisfied
2739,502,Holly Austin,Sunday,ALASKA,PORTLAND,West US,    Medium,Gates 50-59,2018-12-31,118.0,Average,Very safe,Neutral
2740,2584,Jaden Gray,Tuesday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,102.0,Clean,Very safe,Somewhat satisfied
2741,3182,Germaine Hurley,Thursday,AMERICAN,DALLAS-FT. WORTH,Midwest US,Hub,Gates 50-59,2018-12-31,90.0,Somewhat clean,Somewhat safe,Neutral
2742,1496,Kyle Gay,Wednesday,HAWAIIAN AIR,HONOLULU,West US,Medium,Gates 1-12,2018-12-31,135.0,Clean,Somewhat safe,Very satisfied
2743,291,Zachery Diaz,Thursday,UNITED,SAN DIEGO,West US,Medium     ,Gates 70-90,2018-12-31,122.0,Somewhat clean,Somewhat safe,Very satisfied
2744,2185,Carolyn Hartman,Wednesday,QANTAS,SYDNEY,Australia/New Zealand,Hub,Gates 1-12,2018-12-31,255.0,Clean,Very safe,Neutral
2745,2753,Miss Alana Grant,Thursday,DELTA,ATLANTA,East US,Hub,Gates 40-48,2018-12-31,180.0,Clean,Very safe,Somewhat satisfied
2746,1435,Idola Acosta,Saturday,UNITED,PORTLAND,West US,Medium,Gates 70-90,2018-12-31,220.0,Clean,Very safe,Very satisfied
2747,602,Dara English,Thursday,ALASKA,WASHINGTON DC-DULLES,East US,Medium,Gates 50-59,2018-12-31,145.0,Somewhat clean,Somewhat safe,Somewhat satisfied
2748,3117,Miss Aurora Flores,Tuesday,UNITED,SPOKANE,West US,Small,Gates 70-90,2018-12-31,247.0,Clean,Very safe,Neutral
2749,2447,Henry Sloan,Tuesday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,87.0,Clean,Somewhat safe,Neutral
2750,1851,Jared Chase,Sunday,ALASKA,KAHULUI,West US,Small     ,Gates 50-59,2018-12-31,355.0,Somewhat clean,Very safe,Very satisfied
2751,1729,Xavier Castro,Monday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,2018-12-31,150.0,Average,Somewhat safe,Neutral
2752,546,Holmes Fowler,Thursday,ALASKA,SEATTLE,West US,Hub     ,Gates 50-59,2018-12-31,75.0,Somewhat clean,Very safe,Somewhat satisfied
2753,845,Lucy Noel,Tuesday,AMERICAN,DALLAS-FT. WORTH,Midwest US,Hub     ,Gates 50-59,2018-12-31,115.0,Clean,Somewhat safe,Very satisfied
2755,2568,Kerry Tucker,Saturday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,93.0,Somewhat clean,Somewhat safe,Somewhat satisfied
